Ссылка;Адрес;Год ввода в эксплуатацию;Детская площадка;Дом признан аварийным;Дополнительная информация;Количество жилых помещений;Класс энергетической эффективности;Количество лифтов;Количество подъездов;Лифты;Наибольшее количество этажей;Наименьшее количество этажей;Количество нежилых помещений;Площадь жилых помещений м2;Площадь нежилых помещений м2;Площадь помещений общего имущества м2;Площадь зем. участка общего имущества м2;Площадь парковки м2;Серия, тип постройки здания;Спортивная площадка;Формирование фонда кап. ремонта;Тип дома;Оборудование;Количество мусоропроводов, ед.;Несущие стены;Площадь подвала, кв.м;Крыша;Мусоропровод;Перекрытия;Фасад;Фундамент;Количество вводов в дом, ед.;Объем выгребных ям, куб. м.;Вентиляция;Водоотведение;Система водостоков;Газоснабжение;Горячее водоснабжение;Система пожаротушения;Теплоснабжение;Холодное водоснабжение;Электроснабжение
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538260;ул. Пограничная 2А;1985;Есть;Нет;-;71;C;2;2;пассажирские - 2, ;9;9;-;3169.80;0.00;814.60;0.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;2;Панельные;327.70;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538259;ул. Пограничная 2;1986;Есть;Нет;-;430;C;12;12;пассажирские - 12, ;9;9;1;23936.49;74.20;5827.30;0.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;12;Панельные;2781.10;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;6;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538261;ул. Пограничная 5;1960;Есть;Нет;-;48;C;-;3;-;4;4;-;2029.60;0.00;290.60;0.00;0.00;-;Есть;Не определен;Многоквартирный дом;нет;-;Каменные, кирпичные;75.10;Скатная;Отсутствует;Железобетонные;Оштукатуренный;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538262;ул. Пограничная 6;1968;Не имеется;Нет;-;4;C;-;1;-;5;5;5;2075.31;1848.40;294.10;0.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;-;Блочные;0.00;Скатная;Отсутствует;Железобетонные;Оштукатуренный;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/537074;ул. Пограничная 11;1967;Есть;Нет;Многоквартирный дом. Фундамент сборный ж/б, стены панели, крыша рулонная. Газ, теплоснабжение от ТЭЦ, есть водоснабжение и водоотведение.;60;A;-;4;-;5;-;-;2711.00;0.00;3560.80;693.00;-;индивидуальный;Не имеется;-;Многоквартирный дом;-;-;Панельные;498.80;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538263;ул. Пограничная 13;1962;Не имеется;Нет;-;40;C;-;2;-;5;5;-;1559.10;0.00;214.30;0.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;-;Блочные;мар.40;Скатная;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538264;ул. Пограничная 15;1961;Не имеется;Нет;-;79;C;-;4;-;5;5;1;3154.00;31.30;949.20;1685.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;-;Блочные;616.40;Скатная;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538265;ул. Пограничная 16;1961;Есть;Нет;-;48;C;-;3;-;5;5;1;2005.40;661.90;548.80;0.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;-;Блочные;298.20;Скатная;Отсутствует;Деревянные;Соответствует материалу стен;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Наружные водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/518999;ул. Пограничная 17;2012;Есть;Нет;-;40;B;-;2;-;5;5;-;2080.00;0.00;655.90;647.00;100.00;индивидуальный проект;Есть;Не определен;Многоквартирный дом;-;-;Панельные;544.50;Плоская;Отсутствует;Железобетонные;-;Бетонные столбы;2;0.00;Приточная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538266;ул. Пограничная 19;1988;Есть;Нет;-;473;C;12;12;пассажирские - 12, ;10;10;3;26289.01;153.60;6157.90;6426.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;4;Панельные;2708.50;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;8;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/538267;ул. Пограничная 23;1987;Есть;Нет;-;159;C;4;4;пассажирские - 4, ;10;10;-;8623.31;0.00;1990.90;2419.00;0.00;-;Не имеется;Не определен;Многоквартирный дом;нет;4;Панельные;917.40;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
